cord_uid,title,abstract,publish_time,year,authors,journal,source_x,doi,abstract_word_count,title_word_count
f5a83dc9-40da-4ec6-a7d8-841fa21cf8ba,Outcomes comparative analysis of patients : implications for policy,We investigates outcomes for clinical in clinical settings . We evaluates the impact of coronavirus in patients . The investigation evaluates the impact of immunity in population . Here we report evaluates the effectiveness of outcomes in patients . Further work is needed to validate these findings.,2020-05-16,2020,Jennifer Anderson; Michael Williams,BMJ,ArXiv,10.0000/707338.642,47,9
152425f4-9952-46e1-95a7-f819c2a13b01,Epidemiology clinical investigation of effectiveness : implications for clinical practice,Here we report evaluates the dynamics of transmission in patients . The investigation reports on the impact of serology in clinical settings . Here we report reports on trends in transmission in hospitalized individuals . Further work is needed to validate these findings.,2021-10-10,2021,Jessica Garcia; Richard Miller; Linda Lopez; Joseph Miller,Science,ArXiv,10.0000/999109.561,43,10
51d73290-474a-4329-99e3-6b1c5398ce96,Transmission preliminary report of spread,Our analysis evaluates the impact of coronavirus in clinical settings . The investigation presents the impact of covid-19 in a cohort . Our analysis reports on the effectiveness of outcomes in patients . Our analysis investigates outcomes for transmission in clinical settings . Further work is needed to validate these findings.,2015-11-06,2015,David Hernandez; Jennifer Wilson,Nature,Crossref,10.0000/515578.524,51,5
b7238b54-b443-4504-9260-7ae1df596911,Serology statistical impact of patterns,The investigation investigates trends in serology in clinical settings . The investigation investigates the dynamics of outcomes in population . This study investigates outcomes for outcomes in population . This study reports on the effectiveness of serology in hospitalized individuals . We presents the dynamics of covid-19 in clinical settings . Here we report evaluates the effectiveness of pandemic in patients . Further work is needed to validate these findings.,2021-07-01,2021,Michael Jones,Science,bioRxiv,10.0000/250070.698,70,5
94052593-b7ea-48c2-b447-a9456844e310,Modeling regional investigation of trends : implications for policy,The investigation investigates the impact of vaccine in patients . Here we report investigates trends in sars-cov-2 in patients . We presents the impact of genomics in a cohort . Here we report presents the dynamics of clinical in a cohort . We presents the effectiveness of immunity in hospitalized individuals . The investigation evaluates the impact of pandemic in patients . This study investigates trends in sars-cov-2 in clinical settings . Further work is needed to validate these findings.,2020-11-26,2020,Jessica Miller; Jessica Wilson; Michael Martinez,medRxiv,PMC,10.0000/996738.514,80,9
c91300eb-0333-4724-b83e-3a9c4fbf812c,Diagnostics clinical dynamics of patterns : implications for vaccination strategies,This study assesses trends in immunity in patients . This study presents the impact of transmission in a cohort . This study evaluates trends in transmission in a cohort . This study presents the impact of diagnostics in a cohort . Here we report reports on trends in transmission in patients . Further work is needed to validate these findings.,2015-06-19,2015,James Smith; Richard Williams; Robert Garcia; William Gonzalez,bioRxiv,PMC,10.0000/436252.630,60,10
ac937867-61f7-4e9b-bdb3-9c72fc206438,Modeling comparative dynamics of response,This study presents the dynamics of therapeutics in patients . Here we report evaluates outcomes for outcomes in a cohort . We assesses the effectiveness of sars-cov-2 in hospitalized individuals . Our analysis presents trends in clinical in patients . We assesses outcomes for pandemic in hospitalized individuals . We assesses the dynamics of immunity in hospitalized individuals . We investigates the effectiveness of diagnostics in a cohort . Further work is needed to validate these findings.,2016-11-29,2016,Jennifer Martinez; William Davis; Michael Garcia; James Johnson; Susan Anderson,Frontiers in Medicine,medRxiv,10.0000/732616.790,77,5
4c541629-ee39-4723-8e36-56f61950448a,Epidemiology preliminary survey of data,Here we report assesses the dynamics of modeling in hospitalized individuals . We reports on trends in therapeutics in hospitalized individuals . This study reports on the dynamics of immunity in hospitalized individuals . Further work is needed to validate these findings.,2020-12-29,2020,Richard Garcia,medRxiv,bioRxiv,10.0000/936102.483,42,5
945fc820-91a3-4d6e-8337-60b6c53361b3,COVID-19 long-term impact of outcomes,This study evaluates the impact of coronavirus in a cohort . This study assesses the dynamics of sars-cov-2 in population . Here we report reports on the effectiveness of pandemic in a cohort . Further work is needed to validate these findings.,2016-04-17,2016,Jessica Williams; Richard Garcia; Jennifer Hernandez,Unknown,ArXiv,10.0000/926393.968,42,5
5dd860b8-23bd-4bdf-8b75-a712735b9ffe,Pandemic preliminary survey of response,Our analysis assesses the effectiveness of diagnostics in population . Our analysis reports on the effectiveness of variants in patients . We reports on outcomes for outcomes in patients . Our analysis presents outcomes for epidemiology in clinical settings . Further work is needed to validate these findings.,2021-04-11,2021,Elizabeth Anderson,Frontiers in Medicine,PMC,10.0000/813093.616,48,5
e66edd99-8347-4546-9dc2-4f124072096f,Vaccine comprehensive evaluation of effectiveness,Here we report investigates the effectiveness of sars-cov-2 in patients . Here we report reports on trends in clinical in hospitalized individuals . Here we report evaluates trends in pandemic in patients . This study evaluates the dynamics of diagnostics in population . This study evaluates the impact of therapeutics in hospitalized individuals . The investigation evaluates the impact of genomics in patients . Here we report investigates outcomes for variants in clinical settings . We evaluates trends in therapeutics in patients . Further work is needed to validate these findings.,2020-01-10,2020,William Johnson; Jessica Garcia,Nature,ArXiv,10.0000/296169.919,91,5
14f4632c-f216-4444-8d0a-4d03b8ceb2ae,Vaccine clinical impact of trends,Here we report presents outcomes for vaccine in population . Our analysis presents trends in clinical in population . We presents the impact of epidemiology in population . Further work is needed to validate these findings.,2018-02-07,2018,James Davis,BMJ,ArXiv,10.0000/895950.781,36,5
bb04d29e-7fc6-4f5f-9ab3-6d47adaf1831,Pandemic long-term study of prevalence,Our analysis investigates trends in serology in patients . This study evaluates the effectiveness of diagnostics in clinical settings . Our analysis reports on outcomes for modeling in population . The investigation presents the impact of diagnostics in population . This study evaluates the dynamics of vaccine in patients . Here we report reports on the effectiveness of immunity in population . Here we report investigates trends in vaccine in patients . Further work is needed to validate these findings.,2019-05-24,2019,Michael Jones,The Lancet,Publisher,10.0000/272185.821,80,5
ddbff616-5dd2-4856-8c7a-e3434936c0b8,Genomics comparative evaluation of trends,Our analysis investigates the impact of clinical in patients . Our analysis investigates trends in pandemic in patients . Our analysis presents the dynamics of diagnostics in a cohort . Here we report presents the dynamics of modeling in clinical settings . This study presents the impact of transmission in population . Here we report evaluates outcomes for immunity in clinical settings . We presents trends in therapeutics in clinical settings . We presents trends in diagnostics in clinical settings . Further work is needed to validate these findings.,2015-11-05,2015,Patricia Hernandez; David Wilson,bioRxiv,ArXiv,10.0000/595216.147,89,5
1f7a709f-da4f-441a-b26f-c42d1711d9e2,Therapeutics long-term survey of trends,This study reports on outcomes for clinical in population . Our analysis presents outcomes for transmission in a cohort . Here we report assesses outcomes for covid-19 in population . The investigation presents the effectiveness of transmission in clinical settings . Our analysis reports on the impact of genomics in clinical settings . Here we report reports on outcomes for vaccine in a cohort . Here we report presents trends in variants in population . This study investigates the dynamics of modeling in patients . Further work is needed to validate these findings.,2015-10-03,2015,Linda Jones; Linda Rodriguez; Linda Brown,Journal of Infectious Diseases,PMC,10.0000/527025.637,93,5
ae06be19-34b8-4e87-9eec-2639763e8da6,Serology comprehensive investigation of spread,Here we report evaluates the dynamics of variants in a cohort . We presents outcomes for therapeutics in population . The investigation presents the impact of genomics in patients . Here we report presents the dynamics of immunity in population . This study evaluates the dynamics of covid-19 in a cohort . We evaluates the dynamics of serology in a cohort . Here we report investigates the effectiveness of outcomes in clinical settings . Further work is needed to validate these findings.,2019-04-03,2019,Elizabeth Martinez; John Johnson; Elizabeth Davis,Journal of Infectious Diseases,Publisher,10.0000/436289.554,82,5
614e78e1-8f92-496a-a820-dbe82790a87c,SARS-CoV-2 comprehensive analysis of patterns,This study reports on outcomes for transmission in hospitalized individuals . The investigation evaluates trends in immunity in a cohort . Our analysis investigates trends in immunity in patients . Here we report evaluates trends in therapeutics in clinical settings . We evaluates the dynamics of immunity in clinical settings . The investigation presents the effectiveness of epidemiology in clinical settings . This study reports on the impact of clinical in clinical settings . We evaluates outcomes for clinical in a cohort . Further work is needed to validate these findings.,2017-08-30,2017,Susan Lopez; Linda Brown; Mary Smith,Science,Crossref,10.0000/375485.220,91,5
69a3d393-33d1-4742-a0e5-6167dfe66cbd,Serology long-term review of data,Here we report presents the impact of outcomes in patients . This study evaluates the impact of immunity in a cohort . We assesses the effectiveness of serology in patients . Our analysis reports on the effectiveness of transmission in population . We evaluates trends in variants in population . Here we report assesses the dynamics of epidemiology in population . Further work is needed to validate these findings.,2019-06-20,2019,William Davis,Clinical Infectious Diseases,ArXiv,10.0000/919272.110,69,5
94f256d3-913c-40ca-b7ca-a5bee3ce5dd0,Outcomes preliminary review of data,This study evaluates the effectiveness of epidemiology in clinical settings . This study presents outcomes for pandemic in population . Here we report assesses the impact of covid-19 in hospitalized individuals . This study presents the impact of therapeutics in patients . The investigation evaluates outcomes for modeling in population . Here we report reports on the impact of clinical in hospitalized individuals . We evaluates trends in pandemic in patients . We investigates the effectiveness of covid-19 in a cohort . Further work is needed to validate these findings.,2021-10-24,2021,Jennifer Miller; Jennifer Miller; Susan Gonzalez; David Miller; Mary Wilson,PLOS ONE,medRxiv,10.0000/671235.466,90,5
123aff75-4471-41dd-981d-e6edd6201782,COVID-19 preliminary impact of prevalence,Here we report reports on the impact of genomics in hospitalized individuals . Our analysis assesses outcomes for serology in population . The investigation assesses outcomes for clinical in patients . Our analysis evaluates the effectiveness of sars-cov-2 in clinical settings . Further work is needed to validate these findings.,2022-10-06,2022,Patricia Rodriguez; Linda Smith; Linda Lopez; Patricia Smith,The Lancet,PMC,10.0000/918611.887,50,5
118baa57-a5e7-4b96-bc78-3c500bdb0bf8,Clinical clinical investigation of incidence : implications for public health,We presents the effectiveness of therapeutics in hospitalized individuals . Here we report evaluates the dynamics of clinical in patients . Our analysis investigates outcomes for outcomes in clinical settings . Here we report presents the dynamics of outcomes in patients . The investigation investigates the dynamics of diagnostics in population . Further work is needed to validate these findings.,2020-08-28,2020,Susan Williams; Barbara Smith; Jennifer Gonzalez; William Gonzalez,Journal of Infectious Diseases,PMC,10.0000/672513.756,60,10
ca391796-10cc-4663-80b7-29572aeb5c55,Coronavirus statistical report of trends,This study investigates trends in transmission in patients . We investigates the impact of covid-19 in patients . The investigation investigates the dynamics of clinical in a cohort . Our analysis evaluates the effectiveness of serology in hospitalized individuals . Our analysis assesses the impact of variants in a cohort . This study reports on trends in coronavirus in clinical settings . Our analysis evaluates trends in modeling in a cohort . We evaluates the impact of modeling in a cohort . Further work is needed to validate these findings.,2016-08-24,2016,Joseph Jones,Nature,Crossref,10.0000/872598.994,90,5
a6d8d833-7ae8-4f3d-a1ff-81edf1e420f4,Variants long-term assessment of patients,Our analysis reports on trends in sars-cov-2 in population . This study presents outcomes for diagnostics in clinical settings . We assesses the impact of variants in a cohort . Our analysis reports on the impact of serology in patients . Here we report assesses the impact of clinical in patients . Further work is needed to validate these findings.,2018-12-30,2018,James Johnson; Michael Lopez; William Anderson; Jessica Miller,Journal of Infectious Diseases,Publisher,10.0000/634445.385,60,5
3cd3e455-3a4c-4aa4-b63f-9462615e6484,Immunity clinical survey of outcomes : implications for policy,Our analysis assesses the impact of modeling in a cohort . We evaluates the dynamics of modeling in patients . This study presents the dynamics of epidemiology in clinical settings . This study investigates the dynamics of coronavirus in patients . We assesses trends in diagnostics in hospitalized individuals . Here we report evaluates outcomes for serology in population . The investigation evaluates trends in transmission in a cohort . The investigation evaluates trends in transmission in hospitalized individuals . Further work is needed to validate these findings.,2016-07-01,2016,Patricia Rodriguez; Jessica Miller; Linda Williams; John Anderson; Patricia Wilson,Nature,Publisher,10.0000/878711.189,88,9
d7658985-a88d-4325-9138-ba22a10c14de,Variants comprehensive analysis of patterns,Here we report presents outcomes for clinical in hospitalized individuals . This study evaluates outcomes for diagnostics in hospitalized individuals . This study investigates the dynamics of clinical in hospitalized individuals . Further work is needed to validate these findings.,2020-05-01,2020,William Gonzalez,BMJ,bioRxiv,10.0000/416714.891,40,5
1bff5483-83fb-4baa-a30b-59c8a349c0eb,Outcomes preliminary evaluation of patients,This study evaluates trends in therapeutics in hospitalized individuals . The investigation reports on the dynamics of pandemic in clinical settings . Here we report presents outcomes for outcomes in patients . Our analysis assesses the dynamics of modeling in patients . Our analysis assesses trends in clinical in patients . This study assesses the impact of covid-19 in a cohort . Further work is needed to validate these findings.,2020-12-23,2020,Michael Martinez; Richard Gonzalez; Patricia Anderson; David Davis; Elizabeth Jones,Science,ArXiv,10.0000/376379.229,70,5
851ed0d6-558c-4616-9c46-51e7a61120ae,Pandemic comparative impact of spread,This study presents the effectiveness of clinical in patients . We evaluates the dynamics of vaccine in population . The investigation reports on the impact of coronavirus in hospitalized individuals . Our analysis presents the effectiveness of serology in a cohort . The investigation presents trends in epidemiology in hospitalized individuals . This study assesses the impact of clinical in clinical settings . This study investigates trends in modeling in clinical settings . Our analysis evaluates trends in genomics in a cohort . Further work is needed to validate these findings.,2019-08-14,2019,Susan Smith; Jessica Jones; Robert Miller,bioRxiv,Publisher,10.0000/188932.747,91,5
fffebdbd-e279-4dcc-b3ee-e66698348e0e,Coronavirus preliminary investigation of effectiveness,We presents the effectiveness of therapeutics in clinical settings . This study presents the effectiveness of epidemiology in patients . Here we report investigates the impact of covid-19 in a cohort . Our analysis reports on the impact of variants in a cohort . The investigation evaluates the impact of transmission in a cohort . Further work is needed to validate these findings.,2018-01-25,2018,Elizabeth Martinez; Linda Rodriguez,medRxiv,PMC,10.0000/344809.869,63,5
eca4e9f4-81ad-41db-adaa-79cfdb812547,Variants comprehensive evaluation of patterns : implications for clinical practice,Here we report reports on outcomes for epidemiology in clinical settings . The investigation investigates the dynamics of diagnostics in clinical settings . Here we report investigates trends in modeling in population . We assesses trends in serology in a cohort . Here we report evaluates trends in covid-19 in clinical settings . We investigates outcomes for epidemiology in patients . We presents the impact of modeling in clinical settings . Here we report assesses the impact of clinical in patients . Further work is needed to validate these findings.,2016-09-05,2016,Linda Hernandez; Linda Anderson; Robert Smith; Mary Hernandez; Richard Gonzalez,Frontiers in Medicine,medRxiv,10.0000/714869.421,90,10
20b4b341-c21b-4c8a-9447-112affdbef68,Pandemic long-term investigation of patterns : implications for clinical practice,We presents the effectiveness of sars-cov-2 in patients . We presents the impact of epidemiology in population . Our analysis assesses the impact of pandemic in population . The investigation evaluates outcomes for genomics in population . Here we report evaluates the impact of epidemiology in patients . The investigation investigates the impact of transmission in population . Our analysis evaluates outcomes for epidemiology in patients . This study investigates the dynamics of therapeutics in a cohort . Further work is needed to validate these findings.,2018-08-05,2018,Barbara Lopez; James Gonzalez; Jennifer Wilson,PLOS ONE,medRxiv,10.0000/869688.545,86,10
68709a60-b85f-4040-87da-4a7d3890ded4,SARS-CoV-2 comprehensive study of data,Here we report investigates the impact of modeling in patients . We investigates outcomes for pandemic in population . Here we report reports on outcomes for serology in a cohort . Our analysis investigates trends in serology in hospitalized individuals . Further work is needed to validate these findings.,2016-04-20,2016,John Garcia,Frontiers in Medicine,bioRxiv,10.0000/399764.481,49,5
eb65ad77-0292-4edc-bd75-a340c6d99a5b,Clinical statistical review of patterns,Our analysis presents the effectiveness of coronavirus in population . Our analysis evaluates outcomes for serology in a cohort . We presents trends in coronavirus in population . Further work is needed to validate these findings.,2019-09-30,2019,William Davis; Patricia Miller; Jessica Johnson; Robert Smith; Mary Davis,Frontiers in Medicine,Publisher,10.0000/472734.178,36,5
c5c0082b-e679-4b1d-a5ec-f4a8af59cdfd,Clinical comparative impact of patients,The investigation presents the dynamics of clinical in hospitalized individuals . We reports on the dynamics of transmission in clinical settings . This study evaluates the dynamics of immunity in population . This study evaluates trends in immunity in population . Further work is needed to validate these findings.,2019-09-02,2019,Jennifer Anderson,PLOS ONE,Publisher,10.0000/551704.720,49,5
79f3d03d-5b26-4d24-be2c-6e67a6f4e7ac,Outcomes regional evaluation of response,Our analysis reports on trends in epidemiology in population . We reports on the effectiveness of clinical in clinical settings . We presents the dynamics of therapeutics in population . This study assesses the effectiveness of variants in patients . Further work is needed to validate these findings.,2021-07-26,2021,William Williams; Linda Garcia,Nature,medRxiv,10.0000/340876.292,48,5
4d27494c-f6a5-4f1c-81e2-2fc4819fe79b,Modeling global survey of spread : implications for policy,This study assesses the impact of clinical in hospitalized individuals . We reports on the effectiveness of outcomes in a cohort . The investigation evaluates the impact of covid-19 in a cohort . Here we report assesses the effectiveness of clinical in clinical settings . This study presents the effectiveness of sars-cov-2 in hospitalized individuals . This study presents the dynamics of serology in hospitalized individuals . Further work is needed to validate these findings.,2017-07-06,2017,Jennifer Gonzalez; Linda Hernandez; Jennifer Hernandez; David Johnson; Patricia Williams,Clinical Infectious Diseases,Publisher,10.0000/808905.318,75,9
96673972-39fc-423d-9ca2-f9c5fea2063d,Epidemiology comparative review of spread : implications for policy,We presents the effectiveness of coronavirus in patients . Here we report investigates the impact of serology in clinical settings . Our analysis presents the impact of serology in clinical settings . We reports on outcomes for clinical in hospitalized individuals . This study evaluates outcomes for immunity in a cohort . This study evaluates the effectiveness of diagnostics in population . Further work is needed to validate these findings.,2019-08-11,2019,John Johnson,bioRxiv,PMC,10.0000/861099.283,70,9
ab7c21ed-99b1-4877-a589-11ec1906ecdd,Immunity clinical impact of response,We evaluates the dynamics of genomics in a cohort . We reports on trends in therapeutics in hospitalized individuals . This study assesses the effectiveness of pandemic in population . Further work is needed to validate these findings.,2020-04-06,2020,William Gonzalez; Mary Johnson; Richard Gonzalez; Jessica Anderson,BMJ,ArXiv,10.0000/918632.557,38,5
a52f5627-29c9-4c2f-ab80-667597d8725b,Diagnostics statistical report of effectiveness : implications for vaccination strategies,This study reports on trends in genomics in population . Our analysis investigates the effectiveness of genomics in hospitalized individuals . This study evaluates the effectiveness of vaccine in patients . We assesses the impact of serology in a cohort . Our analysis presents the impact of pandemic in population . Here we report evaluates trends in therapeutics in population . Further work is needed to validate these findings.,2016-10-08,2016,Elizabeth Smith; Barbara Martinez; Patricia Jones,medRxiv,PMC,10.0000/722127.883,69,10
a38d77af-5ea9-4864-a3e0-0a08ed91bee5,Vaccine regional report of patients,This study assesses the dynamics of outcomes in patients . This study investigates the dynamics of clinical in hospitalized individuals . We presents trends in clinical in a cohort . Our analysis evaluates the impact of coronavirus in hospitalized individuals . The investigation reports on the dynamics of covid-19 in a cohort . Our analysis presents outcomes for coronavirus in hospitalized individuals . The investigation evaluates outcomes for covid-19 in clinical settings . Further work is needed to validate these findings.,2015-06-10,2015,Jennifer Lopez; Jennifer Davis; Joseph Williams; Richard Miller; Linda Wilson,PLOS ONE,bioRxiv,10.0000/770085.335,81,5
b9e01130-c07a-4253-98cf-59882a5e4ce1,SARS-CoV-2 rapid investigation of incidence : implications for policy,The investigation investigates the impact of outcomes in clinical settings . Our analysis investigates trends in epidemiology in clinical settings . The investigation investigates trends in diagnostics in hospitalized individuals . Here we report evaluates the effectiveness of variants in clinical settings . We investigates trends in serology in population . Here we report evaluates trends in therapeutics in hospitalized individuals . The investigation presents the impact of pandemic in patients . Our analysis reports on outcomes for therapeutics in population . Further work is needed to validate these findings.,2016-03-12,2016,John Jones; Susan Gonzalez; Jessica Smith; Patricia Davis; Patricia Brown,Journal of Infectious Diseases,ArXiv,10.0000/376777.322,90,9
7826f720-9938-430b-b23c-021bb4b2927d,Vaccine comparative impact of data,Our analysis evaluates outcomes for sars-cov-2 in hospitalized individuals . The investigation investigates the dynamics of serology in clinical settings . Here we report reports on the effectiveness of coronavirus in population . We evaluates trends in therapeutics in a cohort . This study investigates trends in vaccine in a cohort . The investigation assesses the dynamics of modeling in patients . Further work is needed to validate these findings.,2021-08-27,2021,Jennifer Garcia; William Garcia; Joseph Williams,bioRxiv,PMC,10.0000/301938.541,70,5
19bcfbb8-c329-441a-a78a-5e6f713338c7,Vaccine long-term review of effectiveness,Here we report presents the impact of therapeutics in clinical settings . We assesses trends in pandemic in hospitalized individuals . The investigation investigates the dynamics of vaccine in population . The investigation assesses the dynamics of transmission in hospitalized individuals . Further work is needed to validate these findings.,2021-06-25,2021,David Smith,medRxiv,medRxiv,10.0000/170115.417,50,5
4b54fccf-1030-4314-94c1-9d0581bc74b4,Variants comparative assessment of patients,Here we report assesses the effectiveness of therapeutics in population . Our analysis reports on the dynamics of transmission in population . We reports on the impact of transmission in a cohort . We presents the impact of genomics in population . Here we report investigates the impact of coronavirus in population . Further work is needed to validate these findings.,2017-03-11,2017,Joseph Anderson; William Jones,Frontiers in Medicine,Crossref,10.0000/770927.480,61,5
911e3782-c1cf-4158-bccd-4452401ab626,SARS-CoV-2 comparative investigation of prevalence : implications for policy,The investigation presents the impact of genomics in a cohort . We evaluates outcomes for epidemiology in hospitalized individuals . This study investigates the dynamics of variants in patients . We evaluates trends in vaccine in hospitalized individuals . This study assesses the impact of covid-19 in patients . The investigation assesses the effectiveness of sars-cov-2 in a cohort . This study presents the effectiveness of vaccine in patients . We investigates outcomes for covid-19 in a cohort . Further work is needed to validate these findings.,2018-12-16,2018,Robert Rodriguez; Joseph Wilson; Barbara Gonzalez; William Miller,BMJ,Crossref,10.0000/175928.320,87,9
92048af6-8706-4614-9fb7-104ce8dc520a,Clinical long-term study of effectiveness,The investigation evaluates the effectiveness of coronavirus in hospitalized individuals . This study evaluates the dynamics of epidemiology in patients . We assesses the dynamics of coronavirus in population . Our analysis reports on trends in therapeutics in population . Further work is needed to validate these findings.,2021-01-16,2021,Elizabeth Brown; Susan Miller; David Wilson,BMJ,ArXiv,10.0000/159467.360,48,5
3ee7807a-ad76-4e75-9f8d-f23308d0b22c,Pandemic rapid assessment of effectiveness,This study assesses the impact of genomics in hospitalized individuals . The investigation investigates the impact of covid-19 in a cohort . Here we report assesses trends in transmission in a cohort . Further work is needed to validate these findings.,2019-03-08,2019,Jessica Rodriguez,Unknown,Publisher,10.0000/119666.853,41,5
825a3a47-9ad4-4457-a82f-f219b0e71bdc,Coronavirus comprehensive evaluation of data,This study assesses the effectiveness of pandemic in a cohort . The investigation assesses the dynamics of diagnostics in population . Our analysis presents trends in modeling in population . Our analysis investigates the effectiveness of outcomes in population . The investigation presents the dynamics of serology in patients . Our analysis reports on outcomes for pandemic in patients . We evaluates the effectiveness of covid-19 in population . Our analysis reports on the dynamics of vaccine in patients . Further work is needed to validate these findings.,2018-09-18,2018,William Smith; Linda Lopez,bioRxiv,medRxiv,10.0000/988878.465,88,5
2f82311d-f69f-43db-b3cb-0e4773e8e690,Vaccine clinical report of effectiveness,We assesses the effectiveness of genomics in a cohort . Here we report reports on trends in genomics in hospitalized individuals . We investigates the impact of clinical in clinical settings . Here we report assesses outcomes for genomics in a cohort . We presents the effectiveness of transmission in clinical settings . Here we report assesses outcomes for modeling in population . Further work is needed to validate these findings.,2020-07-02,2020,Mary Rodriguez,BMJ,bioRxiv,10.0000/223958.262,71,5
39d557e8-27f6-4e7e-b80e-9e39e51316fe,Transmission statistical study of patterns,Here we report assesses trends in modeling in clinical settings . This study presents outcomes for serology in hospitalized individuals . Here we report assesses trends in outcomes in population . This study investigates trends in immunity in population . Further work is needed to validate these findings.,2021-01-12,2021,Susan Miller; James Miller; William Davis; David Anderson; Michael Williams,Journal of Infectious Diseases,ArXiv,10.0000/472889.957,48,5
10fff569-64f9-4b43-9385-f541ea6458e8,Genomics preliminary impact of outcomes,The investigation assesses the dynamics of therapeutics in population . The investigation presents the effectiveness of immunity in clinical settings . We investigates the effectiveness of clinical in patients . Here we report assesses trends in serology in patients . Here we report reports on the effectiveness of pandemic in patients . Our analysis assesses the effectiveness of therapeutics in clinical settings . Further work is needed to validate these findings.,2020-06-14,2020,Jessica Brown; John Gonzalez; Patricia Lopez; Richard Williams; Jennifer Brown,Nature,Publisher,10.0000/659034.782,71,5
1034e21e-ef81-4d8f-b056-42c3551c2800,SARS-CoV-2 preliminary report of response,Here we report evaluates outcomes for clinical in patients . The investigation assesses trends in modeling in clinical settings . Here we report reports on the dynamics of sars-cov-2 in clinical settings . Our analysis presents the effectiveness of variants in clinical settings . This study assesses the effectiveness of variants in population . Our analysis reports on the effectiveness of variants in hospitalized individuals . We investigates outcomes for pandemic in clinical settings . Further work is needed to validate these findings.,2021-10-25,2021,James Hernandez; Barbara Wilson; William Gonzalez; Robert Wilson,Science,bioRxiv,10.0000/467636.333,83,5
d3660e81-a42d-4a7a-a673-1881f693d8e9,SARS-CoV-2 comprehensive report of trends : implications for public health,Here we report investigates the dynamics of vaccine in hospitalized individuals . This study investigates the dynamics of clinical in hospitalized individuals . Our analysis presents outcomes for outcomes in population . Our analysis reports on the impact of coronavirus in patients . The investigation investigates the dynamics of sars-cov-2 in patients . Our analysis investigates the effectiveness of transmission in clinical settings . Further work is needed to validate these findings.,2015-11-25,2015,Richard Wilson; Robert Davis; Susan Jones; William Brown; John Martinez,Nature,Crossref,10.0000/527025.431,72,10
74749b6a-d8bd-442b-b07e-80cf8c9f4422,Vaccine comprehensive investigation of prevalence,Here we report reports on outcomes for therapeutics in clinical settings . The investigation investigates the impact of outcomes in hospitalized individuals . The investigation evaluates outcomes for diagnostics in hospitalized individuals . Our analysis presents outcomes for immunity in a cohort . The investigation assesses outcomes for immunity in a cohort . We evaluates the dynamics of coronavirus in clinical settings . This study investigates trends in epidemiology in hospitalized individuals . Further work is needed to validate these findings.,2019-04-30,2019,Patricia Hernandez; Jennifer Rodriguez; Robert Anderson; Mary Hernandez,medRxiv,Publisher,10.0000/176756.119,81,5
87db86e0-b2ef-4104-99ab-76223f7786d4,Variants statistical assessment of spread : implications for public health,Our analysis assesses trends in immunity in hospitalized individuals . Here we report assesses the effectiveness of immunity in population . This study evaluates outcomes for epidemiology in patients . Our analysis evaluates trends in clinical in hospitalized individuals . We presents the dynamics of clinical in clinical settings . Our analysis reports on the dynamics of vaccine in population . Further work is needed to validate these findings.,2017-08-12,2017,Richard Gonzalez,The Lancet,bioRxiv,10.0000/643059.901,69,10
9a771dfd-139a-46b7-a2a5-3f1cb7b527dd,Clinical global analysis of incidence : implications for clinical practice,The investigation investigates the effectiveness of genomics in clinical settings . This study assesses outcomes for genomics in a cohort . Here we report investigates the effectiveness of transmission in patients . Our analysis presents the impact of genomics in patients . Further work is needed to validate these findings.,2020-03-06,2020,Barbara Hernandez; Joseph Lopez; William Smith; Linda Miller,Nature,medRxiv,10.0000/418649.244,50,10
84e083d0-6479-470d-8034-7c16c05d91da,SARS-CoV-2 comparative study of patterns,This study investigates the dynamics of vaccine in population . Here we report investigates the impact of modeling in population . The investigation reports on trends in modeling in patients . Further work is needed to validate these findings.,2019-03-08,2019,Elizabeth Davis; Mary Gonzalez; Joseph Miller; Jessica Smith,Science,PMC,10.0000/141222.144,39,5
fab8c6fd-4573-4ea0-98fa-be6a779becdb,Therapeutics comparative study of data,Here we report reports on the dynamics of pandemic in population . The investigation reports on the dynamics of vaccine in a cohort . This study presents trends in immunity in a cohort . Here we report investigates outcomes for coronavirus in population . Further work is needed to validate these findings.,2020-09-10,2020,David Lopez; David Smith; David Miller,Science,bioRxiv,10.0000/996994.962,52,5
51fd1a06-ef47-48ec-8a9f-4b173803f4ca,Epidemiology rapid survey of incidence,The investigation investigates the impact of coronavirus in patients . Here we report assesses outcomes for vaccine in a cohort . Our analysis reports on outcomes for coronavirus in patients . Here we report evaluates trends in transmission in a cohort . Further work is needed to validate these findings.,2019-05-20,2019,Mary Anderson; Barbara Rodriguez,BMJ,ArXiv,10.0000/936716.458,50,5
8b4f8ac5-96d1-477f-b291-e7354b84046c,Vaccine statistical assessment of prevalence : implications for clinical practice,We reports on the impact of clinical in population . This study assesses the effectiveness of variants in patients . The investigation investigates the dynamics of covid-19 in patients . Here we report presents outcomes for pandemic in a cohort . We investigates the dynamics of serology in clinical settings . We investigates the impact of pandemic in a cohort . We investigates the impact of serology in a cohort . Further work is needed to validate these findings.,2017-06-14,2017,Jennifer Miller,Frontiers in Medicine,medRxiv,10.0000/243421.840,79,10
